#cassette	component type or tool_uses	tool or CV term	pub_curies	internal_note	where tool data came from
FBti0167947_cas	tagged_with	FBto0000027	FBrf0225747		TOOL DATA from: FBal0302198
FBti0168471_cas	carries_tool	FBto0000349	FBrf0227064		TOOL DATA from: FBal0301890
FBti0168471_cas	carries_tool	FBto0000349	FBrf0227064		TOOL DATA from: FBal0301891
FBti0168472_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168472_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168472_cas	carries_tool	FBto0000349	FBrf0227064		TOOL DATA from: FBal0301887
FBti0168473_cas	carries_tool	FBto0000349	FBrf0227064		TOOL DATA from: FBal0301916
FBti0168474_cas	carries_tool	FBto0000349	FBrf0227064		TOOL DATA from: FBal0301949
FBti0168474_cas	carries_tool	FBto0000356	FBrf0227064		TOOL DATA from: FBal0301949
FBti0168475_cas	carries_tool	FBto0000349	FBrf0227064		TOOL DATA from: FBal0301917
FBti0168476_cas	carries_tool	FBto0000349	FBrf0227064		TOOL DATA from: FBal0301930
FBti0168477_cas	carries_tool	FBto0000349	FBrf0227064		TOOL DATA from: FBal0301940
FBti0168478_cas	carries_tool	FBto0000349	FBrf0227064		TOOL DATA from: FBal0301941
FBti0168479_cas	carries_tool	FBto0000349	FBrf0227064		TOOL DATA from: FBal0301897
FBti0168479_cas	carries_tool	FBto0000349	FBrf0227064		TOOL DATA from: FBal0301898
FBti0168480_cas	carries_tool	FBto0000349	FBrf0227064		TOOL DATA from: FBal0301913
FBti0168480_cas	carries_tool	FBto0000356	FBrf0227064		TOOL DATA from: FBal0301913
FBti0168481_cas	carries_tool	FBto0000349	FBrf0227064		TOOL DATA from: FBal0301900
FBti0168482_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168482_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168482_cas	carries_tool	FBto0000349	FBrf0227064		TOOL DATA from: FBal0301942
FBti0168483_cas	carries_tool	FBto0000349	FBrf0227064		TOOL DATA from: FBal0301919
FBti0168484_cas	carries_tool	FBto0000349	FBrf0227064		TOOL DATA from: FBal0301923
FBti0168485_cas	carries_tool	FBto0000349	FBrf0222578|FBrf0227064		TOOL DATA from: FBal0290289
FBti0168497_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168497_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168498_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168498_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168499_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168499_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168500_cas	carries_tool	FBto0000349	FBrf0226246		TOOL DATA from: FBal0299787
FBti0168501_cas	carries_tool	FBto0000349	FBrf0226246		TOOL DATA from: FBal0299788
FBti0168502_cas	carries_tool	FBto0000349	FBrf0226246		TOOL DATA from: FBal0299786
FBti0168503_cas	carries_tool	FBto0000349	FBrf0226246		TOOL DATA from: FBal0304361
FBti0168504_cas	carries_tool	FBto0000349	FBrf0226246		TOOL DATA from: FBal0304362
FBti0168514_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168514_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168514_cas	carries_tool	FBto0000349	FBrf0219887		TOOL DATA from: FBal0290263
FBti0168516_cas	carries_tool	FBto0000349	FBrf0204932		TOOL DATA from: FBal0301954
FBti0168517_cas	carries_tool	FBto0000349	FBrf0225135		TOOL DATA from: FBal0296653
FBti0168517_cas	carries_tool	FBto0000356	FBrf0225135		TOOL DATA from: FBal0296653
FBti0168522_cas	encodes_tool	FBto0000309			TOOL DATA from: FBtp0127592
FBti0168522_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0127592
FBti0168523_cas	encodes_tool	FBto0000031			TOOL DATA from: FBtp0099205
FBti0168523_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099205
FBti0168532_cas	tagged_with	FBto0000079	FBrf0191277		TOOL DATA from: FBal0260875
FBti0168533_cas	tagged_with	FBto0000079	FBrf0191277		TOOL DATA from: FBal0260876
FBti0168533_cas	tagged_with	FBto0000093	FBrf0191277		TOOL DATA from: FBal0260876
FBti0168533_cas	tagged_with	FBto0000217	FBrf0191277		TOOL DATA from: FBal0260876
FBti0168534_cas	carries_tool	FBto0000904	FBrf0168031		TOOL DATA from: FBal0304363
FBti0168535_cas	carries_tool	FBto0000904	FBrf0168031		TOOL DATA from: FBal0304364
FBti0168536_cas	carries_tool	FBto0000349	FBrf0222226		TOOL DATA from: FBal0293689
FBti0168537_cas	carries_tool	FBto0000349	FBrf0222226		TOOL DATA from: FBal0293693
FBti0168538_cas	carries_tool	FBto0000349	FBrf0222226		TOOL DATA from: FBal0293691
FBti0168539_cas	carries_tool	FBto0000349	FBrf0222226		TOOL DATA from: FBal0293687
FBti0168540_cas	carries_tool	FBto0000349	FBrf0222226		TOOL DATA from: FBal0293698
FBti0168541_cas	carries_tool	FBto0000349	FBrf0222226		TOOL DATA from: FBal0293697
FBti0168542_cas	carries_tool	FBto0000349	FBrf0222226		TOOL DATA from: FBal0293695
FBti0168543_cas	carries_tool	FBto0000349	FBrf0222226		TOOL DATA from: FBal0293696
FBti0168544_cas	carries_tool	FBto0000349	FBrf0222226		TOOL DATA from: FBal0293688
FBti0168545_cas	carries_tool	FBto0000349	FBrf0222226		TOOL DATA from: FBal0293699
FBti0168546_cas	carries_tool	FBto0000349	FBrf0222226		TOOL DATA from: FBal0293690
FBti0168547_cas	carries_tool	FBto0000349	FBrf0222226		TOOL DATA from: FBal0293692
FBti0168548_cas	carries_tool	FBto0000349	FBrf0222226		TOOL DATA from: FBal0293694
FBti0168550_cas	carries_tool	FBto0000349	FBrf0213236		TOOL DATA from: FBal0269848
FBti0168551_cas	carries_tool	FBto0000349	FBrf0213236		TOOL DATA from: FBal0269849
FBti0168552_cas	carries_tool	FBto0000349	FBrf0213236		TOOL DATA from: FBal0298344
FBti0168552_cas	tagged_with	FBto0000077	FBrf0213236		TOOL DATA from: FBal0298344
FBti0168560_cas				FTA: unable to add tool information from FBal0247903 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0168561_cas				FTA: unable to add tool information from FBal0247917 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0168562_cas	carries_tool	FBto0000349	FBrf0208027		TOOL DATA from: FBal0247918
FBti0168562_cas	tagged_with	FBto0000031	FBrf0208027		TOOL DATA from: FBal0247918
FBti0168563_cas	carries_tool	FBto0000349	FBrf0208027		TOOL DATA from: FBal0247921
FBti0168563_cas	tagged_with	FBto0000031	FBrf0208027		TOOL DATA from: FBal0247921
FBti0168564_cas				FTA: unable to add tool information from FBal0247920 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0168565_cas	carries_tool	FBto0000349	FBrf0208027		TOOL DATA from: FBal0247908
FBti0168565_cas	tagged_with	FBto0000031	FBrf0208027		TOOL DATA from: FBal0247908
FBti0168566_cas	carries_tool	FBto0000349	FBrf0208027		TOOL DATA from: FBal0247909
FBti0168566_cas	tagged_with	FBto0000057	FBrf0208027		TOOL DATA from: FBal0247909
FBti0168567_cas	tagged_with	FBto0000118	FBrf0208027		TOOL DATA from: FBal0247911
FBti0168568_cas				FTA: unable to add tool information from FBal0247906 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0168569_cas	carries_tool	FBto0000349	FBrf0208027		TOOL DATA from: FBal0247907
FBti0168569_cas	carries_tool	FBto0000356	FBrf0208027		TOOL DATA from: FBal0247907
FBti0168570_cas	carries_tool	FBto0000349	FBrf0208027		TOOL DATA from: FBal0247910
FBti0168570_cas	tagged_with	FBto0000121	FBrf0208027		TOOL DATA from: FBal0247910
FBti0168571_cas	carries_tool	FBto0000349	FBrf0208027		TOOL DATA from: FBal0247915
FBti0168571_cas	tagged_with	FBto0000031	FBrf0208027		TOOL DATA from: FBal0247915
FBti0168572_cas	carries_tool	FBto0000349	FBrf0208027		TOOL DATA from: FBal0247913
FBti0168572_cas	tagged_with	FBto0000031	FBrf0208027		TOOL DATA from: FBal0247913
FBti0168573_cas				FTA: unable to add tool information from FBal0247912 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0168574_cas	carries_tool	FBto0000349	FBrf0208027		TOOL DATA from: FBal0247914
FBti0168574_cas	tagged_with	FBto0000031	FBrf0208027		TOOL DATA from: FBal0247914
FBti0168575_cas	carries_tool	FBto0000349	FBrf0208027		TOOL DATA from: FBal0247905
FBti0168575_cas	tagged_with	FBto0000031	FBrf0208027		TOOL DATA from: FBal0247905
FBti0168576_cas				FTA: unable to add tool information from FBal0247904 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0168581_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168581_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168582_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168582_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168582_cas	carries_tool	FBto0000349	FBrf0200334		TOOL DATA from: FBal0210949
FBti0168583_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168583_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168583_cas	carries_tool	FBto0000349	FBrf0200334		TOOL DATA from: FBal0210948
FBti0168589_cas				FTA: unable to add tool information from FBal0301001 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0168592_cas	tagged_with	FBto0000077	FBrf0209892		TOOL DATA from: FBal0243800
FBti0168593_cas	tagged_with	FBto0000077	FBrf0209892		TOOL DATA from: FBal0243798
FBti0168594_cas	tagged_with	FBto0000077	FBrf0209892		TOOL DATA from: FBal0243810
FBti0168595_cas	tagged_with	FBto0000077	FBrf0209892		TOOL DATA from: FBal0243822
FBti0168596_cas	tagged_with	FBto0000077	FBrf0209892		TOOL DATA from: FBal0243802
FBti0168597_cas	tagged_with	FBto0000077	FBrf0209892		TOOL DATA from: FBal0243824
FBti0168598_cas	tagged_with	FBto0000077	FBrf0209892		TOOL DATA from: FBal0243818
FBti0168599_cas	tagged_with	FBto0000077	FBrf0209892		TOOL DATA from: FBal0243812
FBti0168600_cas	tagged_with	FBto0000077	FBrf0209892		TOOL DATA from: FBal0243838
FBti0168601_cas	tagged_with	FBto0000077	FBrf0209892		TOOL DATA from: FBal0243840
FBti0168602_cas	tagged_with	FBto0000077	FBrf0209892		TOOL DATA from: FBal0243807
FBti0168605_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168605_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168606_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168606_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168608_cas	encodes_tool	FBto0000158			TOOL DATA from: FBtp0099210
FBti0168608_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099210
FBti0168609_cas				FTA: unable to add tool information from FBal0299770 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0168610_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168610_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168616_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168616_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168616_cas	carries_tool	FBto0000349	FBrf0222497		TOOL DATA from: FBal0290239
FBti0168616_cas	carries_tool	FBto0000349	FBrf0222497		TOOL DATA from: FBal0290247
FBti0168617_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168617_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168617_cas	carries_tool	FBto0000349	FBrf0222497		TOOL DATA from: FBal0290240
FBti0168617_cas	carries_tool	FBto0000349	FBrf0222497		TOOL DATA from: FBal0290248
FBti0168618_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168618_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168618_cas	carries_tool	FBto0000349	FBrf0222497		TOOL DATA from: FBal0290241
FBti0168618_cas	carries_tool	FBto0000349	FBrf0222497		TOOL DATA from: FBal0290249
FBti0168619_cas	carries_tool	FBto0000349	FBrf0222497		TOOL DATA from: FBal0290242
FBti0168620_cas	tagged_with	FBto0000079	FBrf0224028		TOOL DATA from: FBal0296337
FBti0168621_cas	tagged_with	FBto0000079	FBrf0224028		TOOL DATA from: FBal0296338
FBti0168622_cas	tagged_with	FBto0000079	FBrf0224028		TOOL DATA from: FBal0296340
FBti0168623_cas	tagged_with	FBto0000079	FBrf0224028		TOOL DATA from: FBal0296341
FBti0168624_cas	tagged_with	FBto0000079	FBrf0224028		TOOL DATA from: FBal0296339
FBti0168628_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168628_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168630_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168630_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168630_cas	carries_tool	FBto0000349	FBrf0216517		TOOL DATA from: FBal0283188
FBti0168630_cas	carries_tool	FBto0000349	FBrf0216517		TOOL DATA from: FBal0283192
FBti0168635_cas	encodes_tool	FBto0000020			TOOL DATA from: FBtp0099208
FBti0168635_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099208
FBti0168638_cas				FTA: unable to add tool information from FBal0301058 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0168639_cas				FTA: unable to add tool information from FBal0301059 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0168640_cas	carries_tool	FBto0000349	FBrf0218332		TOOL DATA from: FBal0268456
FBti0168641_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168641_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168641_cas	carries_tool	FBto0000318	FBrf0210397		TOOL DATA from: FBal0267700
FBti0168641_cas	carries_tool	FBto0000318	FBrf0210397		TOOL DATA from: FBal0277019
FBti0168644_cas	carries_tool	FBto0000349	FBrf0216958		TOOL DATA from: FBal0267506
FBti0168645_cas	tagged_with	FBto0000031	FBrf0227091		TOOL DATA from: FBal0302059
FBti0168645_cas	tagged_with	FBto0000076	FBrf0227091		TOOL DATA from: FBal0302059
FBti0168646_cas	carries_tool	FBto0000356	FBrf0227091		TOOL DATA from: FBal0302056
FBti0168647_cas	carries_tool	FBto0000356	FBrf0227091		TOOL DATA from: FBal0302055
FBti0168648_cas	tagged_with	FBto0000092	FBrf0227091		TOOL DATA from: FBal0302057
FBti0168648_cas	tagged_with	FBto0000093	FBrf0227091		TOOL DATA from: FBal0302057
FBti0168649_cas	carries_tool	FBto0000318	FBrf0227091		TOOL DATA from: FBal0302058
FBti0168649_cas	tagged_with	FBto0000092	FBrf0227091		TOOL DATA from: FBal0302058
FBti0168649_cas	tagged_with	FBto0000093	FBrf0227091		TOOL DATA from: FBal0302058
FBti0168650_cas	carries_tool	FBto0000356	FBrf0227091		TOOL DATA from: FBal0302054
FBti0168651_cas	carries_tool	FBto0000356	FBrf0227091		TOOL DATA from: FBal0302060
FBti0168652_cas	carries_tool	FBto0000349	FBrf0210726		TOOL DATA from: FBal0248458
FBti0168653_cas	carries_tool	FBto0000349	FBrf0210726		TOOL DATA from: FBal0248457
FBti0168654_cas	carries_tool	FBto0000349	FBrf0216391		TOOL DATA from: FBal0265170
FBti0168655_cas	carries_tool	FBto0000349	FBrf0216391		TOOL DATA from: FBal0265172
FBti0168656_cas	encodes_tool	FBto0000118			TOOL DATA from: FBtp0099211
FBti0168656_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099211
FBti0168656_cas	carries_tool	FBto0000320	FBrf0226155		TOOL DATA from: FBal0298265
FBti0168656_cas	carries_tool	FBto0000349	FBrf0226155		TOOL DATA from: FBal0298265
FBti0168656_cas	carries_tool	FBto0000356	FBrf0226155		TOOL DATA from: FBal0298265
FBti0168656_cas	carries_tool	FBto0000320	FBrf0226155		TOOL DATA from: FBal0298271
FBti0168656_cas	carries_tool	FBto0000349	FBrf0226155		TOOL DATA from: FBal0298271
FBti0168656_cas	carries_tool	FBto0000356	FBrf0226155		TOOL DATA from: FBal0298271
FBti0168656_cas	tagged_with	FBto0000205	FBrf0226155		TOOL DATA from: FBal0298271
FBti0168657_cas	carries_tool	FBto0000349	FBrf0226155		TOOL DATA from: FBal0298266
FBti0168657_cas	carries_tool	FBto0000356	FBrf0226155		TOOL DATA from: FBal0298266
FBti0168658_cas	carries_tool	FBto0000349	FBrf0226155		TOOL DATA from: FBal0298267
FBti0168659_cas	encodes_tool	FBto0000030			TOOL DATA from: FBtp0099202
FBti0168659_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099202
FBti0168661_cas	carries_tool	FBto0000318	FBrf0202837		TOOL DATA from: FBal0241951
FBti0168662_cas	carries_tool	FBto0000349	FBrf0217508		TOOL DATA from: FBal0280288
FBti0168663_cas	carries_tool	FBto0000349	FBrf0217508		TOOL DATA from: FBal0280289
FBti0168664_cas	carries_tool	FBto0000349	FBrf0217508		TOOL DATA from: FBal0280287
FBti0168665_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168665_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168665_cas	carries_tool	FBto0000349	FBrf0191488		TOOL DATA from: FBal0189843
FBti0168665_cas	carries_tool	FBto0000349	FBrf0191488		TOOL DATA from: FBal0190445
FBti0168666_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168666_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168666_cas	carries_tool	FBto0000349	FBrf0191488		TOOL DATA from: FBal0179808
FBti0168666_cas	carries_tool	FBto0000349	FBrf0191488		TOOL DATA from: FBal0276838
FBti0168668_cas	carries_tool	FBto0000318	FBrf0187655		TOOL DATA from: FBal0191200
FBti0168668_cas	carries_tool	FBto0000904	FBrf0187655		TOOL DATA from: FBal0191200
FBti0168669_cas				FTA: unable to add tool information from FBal0192050 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0168671_cas	encodes_tool	FBto0000027			TOOL DATA from: FBtp0099213
FBti0168671_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099213
FBti0168673_cas				FTA: unable to add tool information from FBal0302938 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0168674_cas				FTA: unable to add tool information from FBal0298847 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0168676_cas	encodes_tool	FBto0000159			TOOL DATA from: FBtp0099209
FBti0168676_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099209
FBti0168677_cas	carries_tool	FBto0000349	FBrf0201956		TOOL DATA from: FBal0219056
FBti0168678_cas	tagged_with	FBto0000027	FBrf0224269		TOOL DATA from: FBal0295033
FBti0168681_cas	tagged_with	FBto0000077	FBrf0210736		TOOL DATA from: FBal0246663
FBti0168682_cas	carries_tool	FBto0000349	FBrf0226802		TOOL DATA from: FBal0302045
FBti0168683_cas				FTA: unable to add tool information from FBal0302044 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0168684_cas	carries_tool	FBto0000349	FBrf0222114		TOOL DATA from: FBal0293729
FBti0168685_cas	carries_tool	FBto0000349	FBrf0222114		TOOL DATA from: FBal0293726
FBti0168686_cas	carries_tool	FBto0000349	FBrf0222114		TOOL DATA from: FBal0293727
FBti0168686_cas	tagged_with	FBto0000009	FBrf0222114		TOOL DATA from: FBal0293727
FBti0168687_cas	carries_tool	FBto0000349	FBrf0222114		TOOL DATA from: FBal0293728
FBti0168688_cas	carries_tool	FBto0000349	FBrf0222114		TOOL DATA from: FBal0297274
FBti0168688_cas	carries_tool	FBto0000356	FBrf0222114		TOOL DATA from: FBal0297274
FBti0168689_cas	carries_tool	FBto0000349	FBrf0222114		TOOL DATA from: FBal0293730
FBti0168689_cas	tagged_with	FBto0000009	FBrf0222114		TOOL DATA from: FBal0293730
FBti0168690_cas	encodes_tool	FBto0000167			TOOL DATA from: FBtp0099206
FBti0168690_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099206
FBti0168690_cas	carries_tool	FBto0000318	FBrf0223769		TOOL DATA from: FBal0298328
FBti0168690_cas	carries_tool	FBto0000349	FBrf0223769		TOOL DATA from: FBal0298328
FBti0168690_cas	carries_tool	FBto0000318	FBrf0223769		TOOL DATA from: FBal0298331
FBti0168690_cas	carries_tool	FBto0000349	FBrf0223769		TOOL DATA from: FBal0298331
FBti0168691_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0168691_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0168691_cas	carries_tool	FBto0000349	FBrf0223769		TOOL DATA from: FBal0298272
FBti0168691_cas	carries_tool	FBto0000349	FBrf0223769		TOOL DATA from: FBal0298326
FBti0168692_cas	carries_tool	FBto0000318	FBrf0223769		TOOL DATA from: FBal0298327
FBti0168692_cas	carries_tool	FBto0000349	FBrf0223769		TOOL DATA from: FBal0298327
FBti0168693_cas	carries_tool	FBto0000318	FBrf0223769		TOOL DATA from: FBal0298325
FBti0168693_cas	carries_tool	FBto0000349	FBrf0223769		TOOL DATA from: FBal0298325
FBti0168693_cas	tagged_with	FBto0000077	FBrf0223769		TOOL DATA from: FBal0298325
FBti0168693_cas	tagged_with	FBto0000213	FBrf0223769		TOOL DATA from: FBal0298325
FBti0168694_cas	carries_tool	FBto0000318	FBrf0223769		TOOL DATA from: FBal0298329
FBti0168694_cas	carries_tool	FBto0000349	FBrf0223769		TOOL DATA from: FBal0298329
FBti0168694_cas	tagged_with	FBto0000077	FBrf0223769		TOOL DATA from: FBal0298329
FBti0168694_cas	tagged_with	FBto0000213	FBrf0223769		TOOL DATA from: FBal0298329
FBti0168695_cas	carries_tool	FBto0000349	FBrf0223769		TOOL DATA from: FBal0298330
FBti0168695_cas	tagged_with	FBto0000077	FBrf0223769		TOOL DATA from: FBal0298330
FBti0168695_cas	tagged_with	FBto0000213	FBrf0223769		TOOL DATA from: FBal0298330
FBti0168696_cas	carries_tool	FBto0000318	FBrf0223769		TOOL DATA from: FBal0298269
FBti0168696_cas	carries_tool	FBto0000349	FBrf0223769		TOOL DATA from: FBal0298269
FBti0168696_cas	tagged_with	FBto0000077	FBrf0223769		TOOL DATA from: FBal0298269
FBti0168696_cas	tagged_with	FBto0000213	FBrf0223769		TOOL DATA from: FBal0298269
FBti0168697_cas	carries_tool	FBto0000318	FBrf0223769		TOOL DATA from: FBal0298270
FBti0168697_cas	carries_tool	FBto0000349	FBrf0223769		TOOL DATA from: FBal0298270
FBti0168698_cas	carries_tool	FBto0000349	FBrf0223769		TOOL DATA from: FBal0298268
FBti0168698_cas	tagged_with	FBto0000077	FBrf0223769		TOOL DATA from: FBal0298268
FBti0168698_cas	tagged_with	FBto0000213	FBrf0223769		TOOL DATA from: FBal0298268
FBti0168700_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
